unit_id,time_cycles,RUL,reconstruction_error,is_anomaly
1,1,320,0.41719584557664197,0
1,2,319,0.41719584557664197,0
1,3,318,0.41719584557664197,0
1,4,317,0.41719584557664197,0
1,5,316,0.41719584557664197,0
1,6,315,0.41719584557664197,0
1,7,314,0.41719584557664197,0
1,8,313,0.41719584557664197,0
1,9,312,0.41719584557664197,0
1,10,311,0.41719584557664197,0
1,11,310,0.41719584557664197,0
1,12,309,0.41719584557664197,0
1,13,308,0.41719584557664197,0
1,14,307,0.41719584557664197,0
1,15,306,0.41719584557664197,0
1,16,305,0.41719584557664197,0
1,17,304,0.41719584557664197,0
1,18,303,0.41719584557664197,0
1,19,302,0.41719584557664197,0
1,20,301,0.41719584557664197,0
1,21,300,0.41719584557664197,0
1,22,299,0.41719584557664197,0
1,23,298,0.41719584557664197,0
1,24,297,0.41719584557664197,0
1,25,296,0.41719584557664197,0
1,26,295,0.41719584557664197,0
1,27,294,0.41719584557664197,0
1,28,293,0.41719584557664197,0
1,29,292,0.41719584557664197,0
1,30,291,0.41719584557664197,0
1,31,290,0.41719584557664197,0
1,32,289,0.41719584557664197,0
1,33,288,0.41719584557664197,0
1,34,287,0.41719584557664197,0
1,35,286,0.41719584557664197,0
1,36,285,0.41719584557664197,0
1,37,284,0.41719584557664197,0
1,38,283,0.41719584557664197,0
1,39,282,0.41719584557664197,0
1,40,281,0.41719584557664197,0
1,41,280,0.41719584557664197,0
1,42,279,0.41719584557664197,0
1,43,278,0.41719584557664197,0
1,44,277,0.41719584557664197,0
1,45,276,0.41719584557664197,0
1,46,275,0.41719584557664197,0
1,47,274,0.41719584557664197,0
1,48,273,0.41719584557664197,0
1,49,272,0.41719584557664197,0
1,50,271,0.41719584557664197,0
1,51,270,0.46993667714495074,0
1,52,269,0.2828964609206247,0
1,53,268,0.46810679099926206,0
1,54,267,0.49385884564918947,0
1,55,266,0.512804201213779,0
1,56,265,0.5820656312821296,0
1,57,264,0.5951352270561673,0
1,58,263,0.3393015636057058,0
1,59,262,0.6046220340034381,0
1,60,261,0.42636158570165167,0
