unit_id,time_cycles,RUL,reconstruction_error,is_anomaly
1,1,258,0.2730353794150854,0
1,2,257,0.2730353794150854,0
1,3,256,0.2730353794150854,0
1,4,255,0.2730353794150854,0
1,5,254,0.2730353794150854,0
1,6,253,0.2730353794150854,0
1,7,252,0.2730353794150854,0
1,8,251,0.2730353794150854,0
1,9,250,0.2730353794150854,0
1,10,249,0.2730353794150854,0
1,11,248,0.2730353794150854,0
1,12,247,0.2730353794150854,0
1,13,246,0.2730353794150854,0
1,14,245,0.2730353794150854,0
1,15,244,0.2730353794150854,0
1,16,243,0.2730353794150854,0
1,17,242,0.2730353794150854,0
1,18,241,0.2730353794150854,0
1,19,240,0.2730353794150854,0
1,20,239,0.2730353794150854,0
1,21,238,0.2730353794150854,0
1,22,237,0.2730353794150854,0
1,23,236,0.2730353794150854,0
1,24,235,0.2730353794150854,0
1,25,234,0.2730353794150854,0
1,26,233,0.2730353794150854,0
1,27,232,0.2730353794150854,0
1,28,231,0.2730353794150854,0
1,29,230,0.2730353794150854,0
1,30,229,0.2730353794150854,0
1,31,228,0.2769019237587917,0
1,32,227,0.2761803072694728,0
1,33,226,0.27645939888355225,0
1,34,225,0.2690799200324242,0
1,35,224,0.27801528675541326,0
1,36,223,0.2786105614056441,0
1,37,222,0.29432621243220886,0
1,38,221,0.29344468897083825,0
1,39,220,0.29437390077647696,0
1,40,219,0.2988381044091242,0
1,41,218,0.301040442631216,0
1,42,217,0.29576477110523225,0
1,43,216,0.30198853041198903,0
1,44,215,0.3177567560772948,0
1,45,214,0.3220881096491538,0
1,46,213,0.3168755574053146,0
1,47,212,0.3084406263339027,0
1,48,211,0.3115947222357558,0
1,49,210,0.3172359613669358,0
1,50,209,0.31559701245265426,0
1,51,208,0.3240155142763591,0
1,52,207,0.32978176158020156,0
1,53,206,0.3310178390388137,0
1,54,205,0.32948902795378654,0
1,55,204,0.32269524045355996,0
1,56,203,0.3417711237574153,0
1,57,202,0.34161668355956903,0
1,58,201,0.3267463601157585,0
1,59,200,0.3293589895657849,0
1,60,199,0.33089494756613635,0
1,61,198,0.33349824223073077,0
1,62,197,0.34176491357608957,0
1,63,196,0.3430438398146554,0
1,64,195,0.34043208278539355,0
1,65,194,0.3322665035352886,0
1,66,193,0.33360317024473485,0
1,67,192,0.31786381078075665,0
1,68,191,0.3192252111646609,0
1,69,190,0.3208758942796108,0
1,70,189,0.31789686426509406,0
1,71,188,0.31243325380487347,0
1,72,187,0.3214803430842482,0
1,73,186,0.33166107715065163,0
1,74,185,0.3083705878345657,0
1,75,184,0.2998551593950283,0
1,76,183,0.30570446911627663,0
1,77,182,0.3037629316934683,0
1,78,181,0.31131545056865034,0
1,79,180,0.308376907501876,0
1,80,179,0.320165625602406,0
1,81,178,0.3253436758369418,0
1,82,177,0.32295857231577774,0
1,83,176,0.3282874948931368,0
1,84,175,0.3348089752241617,0
1,85,174,0.3550616975157303,0
1,86,173,0.34354330841604597,0
1,87,172,0.3449045919710171,0
1,88,171,0.35561193170664923,0
1,89,170,0.36073653695829605,0
1,90,169,0.3536132253071432,0
1,91,168,0.36313784219977147,0
1,92,167,0.3563715460338788,0
1,93,166,0.362281996707997,0
1,94,165,0.36577626917679307,0
1,95,164,0.3726348547419372,0
1,96,163,0.36815594212490976,0
1,97,162,0.3777542078307049,0
1,98,161,0.373708113554124,0
1,99,160,0.3671757854674931,0
1,100,159,0.3669740734777859,0
1,101,158,0.3661411459135017,0
1,102,157,0.35719697416352764,0
1,103,156,0.34493486162364145,0
1,104,155,0.3677277367953377,0
1,105,154,0.37070966859558596,0
