unit_id,time_cycles,RUL,anomaly_score,is_anomaly
1,1,148,-0.0626469732855276,0
1,2,147,-0.11878464546912959,0
1,3,146,0.01809263227543323,1
1,4,145,-0.09857649716062294,0
1,5,144,-0.00875530302514238,0
1,6,143,-0.040275617191869895,0
1,7,142,-0.10763804044700787,0
1,8,141,-0.07649378824996861,0
1,9,140,-0.09401750588774721,0
1,10,139,-0.11056979566910186,0
1,11,138,-0.12277419745151835,0
1,12,137,-0.03976536552990739,0
1,13,136,-0.06854272942614748,0
1,14,135,-0.11848381989173368,0
1,15,134,-0.07858277080929349,0
1,16,133,-0.08411511645293962,0
1,17,132,-0.0021595061868672216,0
1,18,131,-0.07435145532897813,0
1,19,130,-0.08884417994461408,0
1,20,129,-0.09238368597982954,0
1,21,128,-0.10114144353794313,0
1,22,127,-0.11283588579320936,0
1,23,126,-0.10187117691991165,0
1,24,125,-0.11264856546909019,0
1,25,124,-0.08902855357900336,0
1,26,123,-0.12463282077368087,0
1,27,122,-0.008769342329679741,0
1,28,121,-0.03741150377383928,0
1,29,120,-0.018345926678571933,0
1,30,119,-0.07674744786819737,0
1,31,118,-0.0859372621467378,0
1,32,117,-0.06011029519803224,0
1,33,116,-0.052933950912161465,0
1,34,115,-0.04165335940625425,0
1,35,114,-0.08380669518119732,0
1,36,113,-0.03045676455320534,0
1,37,112,-0.09552917362948837,0
1,38,111,-0.005126109662272449,0
1,39,110,0.007661156928666313,1
1,40,109,-0.08457468446511285,0
1,41,108,-0.005068481518226586,0
1,42,107,-0.07786827712344274,0
1,43,106,-0.10953630870850761,0
1,44,105,-0.048528999378538606,0
1,45,104,-0.06960894516256011,0
1,46,103,-0.1107159446321519,0
1,47,102,-0.07558777050303689,0
1,48,101,-0.03635048276209596,0
1,49,100,-0.0975175462846179,0
1,50,99,-0.06852188143213828,0
1,51,98,-0.008334422612646275,0
1,52,97,-0.12097387953442212,0
1,53,96,-0.08353331489109572,0
1,54,95,-0.04917179267514249,0
1,55,94,-0.048878383062356034,0
1,56,93,-0.07497360369103023,0
1,57,92,-0.0683131114015289,0
1,58,91,-0.07203356476976108,0
1,59,90,-0.12196957216728105,0
1,60,89,-0.0006797711985830901,0
1,61,88,-0.05897662320865538,0
1,62,87,-0.02110975759769318,0
1,63,86,-0.10891154298417599,0
1,64,85,-0.07731930954000926,0
1,65,84,-0.045727380088673164,0
1,66,83,-0.07749649129834152,0
1,67,82,-0.06569743796363559,0
1,68,81,-0.04135769754626584,0
1,69,80,-0.05805181266552728,0
1,70,79,-0.11009320369165898,0
1,71,78,-0.0951650044383956,0
1,72,77,0.016992209817666915,1
1,73,76,-0.01936099980463235,0
1,74,75,-0.07544619992930524,0
1,75,74,-0.0009947783097138396,0
1,76,73,-0.03564751754309925,0
1,77,72,-0.1024130105248589,0
1,78,71,-0.04705361200527314,0
1,79,70,-0.10817804344449056,0
1,80,69,-0.08114222433034762,0
1,81,68,-0.07660132080540344,0
1,82,67,-0.026574844836911193,0
1,83,66,-0.08300963196426975,0
1,84,65,-0.09673608039212578,0
1,85,64,-0.040514135592237044,0
1,86,63,-0.10233508272843705,0
1,87,62,-0.11747572630849962,0
1,88,61,-0.07508108191760177,0
1,89,60,-0.07271647731101288,0
1,90,59,-0.04171649482161588,0
1,91,58,0.007760969801980155,1
1,92,57,-0.08396947752753009,0
1,93,56,-0.09310381373976412,0
1,94,55,-0.10154469336761807,0
1,95,54,-0.0763460637416134,0
1,96,53,-0.11994396800998663,0
1,97,52,-0.10357289411287329,0
1,98,51,-0.04098303677406612,0
1,99,50,-0.07702858018645248,0
1,100,49,-0.05978310122495112,0
1,101,48,-0.10503114602866959,0
1,102,47,-0.055304002838745925,0
1,103,46,-0.06926778373902037,0
1,104,45,-0.08185188366835489,0
1,105,44,-0.053158795930853486,0
1,106,43,-0.042503718117371525,0
1,107,42,-0.06204399244820147,0
1,108,41,-0.09652402664007542,0
1,109,40,-0.09765714180749463,0
1,110,39,-0.04498841589926583,0
1,111,38,-0.0036180202287307006,0
1,112,37,-0.09661370464134877,0
1,113,36,-0.0035703086848443144,0
1,114,35,-0.07584122050335185,0
1,115,34,-0.029750370269056248,0
1,116,33,0.025106710455991,1
1,117,32,-0.019876419610059703,0
1,118,31,-0.07008955851831916,0
1,119,30,-0.004081594144091483,0
1,120,29,-0.059712442521991815,0
1,121,28,-0.04182533221467466,0
1,122,27,0.013674549717687778,1
1,123,26,-0.06302722891929524,0
1,124,25,-0.08760416331285442,0
1,125,24,-0.09069947933784,0
1,126,23,-0.02568295246317087,0
1,127,22,-0.022028165924176002,0
1,128,21,0.04368561035064,1
1,129,20,-0.03564696577829385,0
1,130,19,-0.08889312833101243,0
1,131,18,0.007043338265293575,1
1,132,17,-0.03989821176605146,0
1,133,16,-0.08604867353532908,0
1,134,15,-0.04656599971136943,0
1,135,14,-0.02018021044250895,0
1,136,13,-0.023119412686789187,0
1,137,12,-0.05179835574713798,0
1,138,11,-0.0068823155081514376,0
1,139,10,-0.057330862720123554,0
1,140,9,-0.015460244183339134,0
1,141,8,-0.011308542136366118,0
1,142,7,-0.038590958550938304,0
1,143,6,-0.04537027096322632,0
1,144,5,0.05284201188799742,1
1,145,4,-0.004253284623015996,0
1,146,3,0.01232446896435968,1
1,147,2,0.03752672474006824,1
1,148,1,0.08679010769061624,1
1,149,0,0.007762444630715959,1
2,1,268,-0.04977322289331865,0
2,2,267,-0.11837414919347311,0
2,3,266,-0.06301286791852423,0
2,4,265,-0.1035997461265123,0
2,5,264,-0.041352832703616005,0
2,6,263,-0.09712489464023116,0
2,7,262,-0.10134641138721551,0
2,8,261,-0.03375742251204261,0
2,9,260,-0.10365563238846692,0
2,10,259,-0.04374895164887305,0
2,11,258,-0.07791355752968016,0
2,12,257,-0.12970818257181338,0
2,13,256,-0.1379823246300999,0
2,14,255,-0.04995745831793308,0
2,15,254,-0.12848857208283615,0
2,16,253,-0.05930490187182191,0
2,17,252,-0.08815332699174,0
2,18,251,-0.11023801442173814,0
2,19,250,-0.1168530020273027,0
2,20,249,-0.09258719571463198,0
2,21,248,-0.13055637864537672,0
2,22,247,-0.12145258694285843,0
2,23,246,-0.10745735272506274,0
2,24,245,-0.0995858484334799,0
2,25,244,-0.11660036293423481,0
2,26,243,-0.12900140569484492,0
2,27,242,-0.02454169509787829,0
2,28,241,-0.12807869253758142,0
2,29,240,-0.03965654936238694,0
2,30,239,-0.1324963239419817,0
2,31,238,-0.08094699325620414,0
2,32,237,-0.1231494594207086,0
2,33,236,-0.08047560932466191,0
2,34,235,-0.05267111355274323,0
2,35,234,-0.02730148062502291,0
2,36,233,-0.11819088646577963,0
2,37,232,-0.08241477259521635,0
2,38,231,-0.07726688745594934,0
2,39,230,-0.10014917615949104,0
2,40,229,-0.1113354212628031,0
2,41,228,-0.12035751148011503,0
2,42,227,-0.11212239670298751,0
2,43,226,-0.1094698527230632,0
2,44,225,-0.09226280597500708,0
2,45,224,-0.10154900584975424,0
2,46,223,-0.060871038979040615,0
2,47,222,-0.10744963078107522,0
2,48,221,-0.04883706781935471,0
2,49,220,-0.044226660497859616,0
2,50,219,-0.02644608118178693,0
2,51,218,-0.0644905560845529,0
2,52,217,-0.03139848112453281,0
2,53,216,-0.10017998259545963,0
2,54,215,-0.0598326223033353,0
2,55,214,-0.09574196781399724,0
2,56,213,-0.08970159957071516,0
2,57,212,-0.08784371696251753,0
2,58,211,-0.11588415596950918,0
2,59,210,-0.05189375159936804,0
2,60,209,-0.10346240653020594,0
2,61,208,-0.11138595421198,0
2,62,207,-0.1300906381067316,0
2,63,206,-0.09867102012516799,0
2,64,205,0.004365729110866412,1
2,65,204,-0.037191479206745814,0
2,66,203,-0.12410972230885775,0
2,67,202,-0.04319606870001447,0
2,68,201,-0.08325369207932609,0
2,69,200,-0.06297901531086098,0
2,70,199,-0.06406460648399365,0
2,71,198,-0.10929215578918755,0
2,72,197,-0.10473006689201014,0
2,73,196,-0.044871514270545476,0
2,74,195,-0.09336363625059302,0
2,75,194,-0.07695276426431663,0
2,76,193,-0.10956248415206699,0
2,77,192,-0.08425681886607772,0
2,78,191,-0.09058126805553118,0
2,79,190,-0.06286983256352185,0
2,80,189,-0.06164908389864204,0
2,81,188,-0.11260398946542871,0
2,82,187,-0.10503728805096402,0
2,83,186,-0.1176285816587942,0
2,84,185,-0.03276763638979663,0
2,85,184,-0.1076350237695538,0
2,86,183,-0.04697826837594854,0
2,87,182,-0.1336767685108951,0
2,88,181,-0.03730623339367001,0
2,89,180,-0.036745563294173667,0
2,90,179,-0.11905202270133913,0
2,91,178,-0.016736293632145793,0
2,92,177,-0.1338584347852867,0
2,93,176,-0.08526219139938673,0
2,94,175,-0.14311199302467736,0
2,95,174,-0.1040410539888586,0
2,96,173,-0.041643550404009466,0
2,97,172,-0.05081020944034531,0
2,98,171,-0.0661932402919102,0
2,99,170,-0.1121011480641162,0
2,100,169,-0.0964951547656498,0
2,101,168,-0.09875017580912338,0
2,102,167,-0.035268251643376214,0
2,103,166,-0.12580231218765175,0
2,104,165,-0.019078569147284785,0
2,105,164,-0.08518748787422559,0
2,106,163,-0.08212604728796896,0
2,107,162,-0.05916045586788532,0
2,108,161,-0.09660110148422046,0
2,109,160,-0.11956936380935512,0
2,110,159,-0.061484177289261865,0
2,111,158,-0.1397668596735437,0
2,112,157,-0.09940830095689324,0
2,113,156,-0.0872140625102536,0
2,114,155,0.004189420908114805,1
2,115,154,-0.1151565500278896,0
2,116,153,-0.0961622735262217,0
2,117,152,-0.14606301382573628,0
2,118,151,-0.06391579485533916,0
2,119,150,-0.07022015378736501,0
2,120,149,-0.04718595915665347,0
2,121,148,-0.015366583771458497,0
2,122,147,-0.0967028857035237,0
2,123,146,-0.12520839299560726,0
2,124,145,-0.08700444860373324,0
2,125,144,-0.08620058147863774,0
2,126,143,-0.03530808789980466,0
2,127,142,-0.08274472424223617,0
2,128,141,-0.0768267726219089,0
2,129,140,-0.11945437711776474,0
2,130,139,-0.1212759970936077,0
2,131,138,-0.02981081135558783,0
2,132,137,-0.09989694055399934,0
2,133,136,-0.11676083912501906,0
2,134,135,-0.11406177401665768,0
2,135,134,-0.0601684547846274,0
2,136,133,-0.12256619197483465,0
2,137,132,-0.10541758335729234,0
2,138,131,-0.12212690746260713,0
2,139,130,-0.06133795780418788,0
2,140,129,-0.09312442385203112,0
2,141,128,-0.13442006705358162,0
2,142,127,-0.0944441521388461,0
2,143,126,-0.09838945292656498,0
2,144,125,-0.039790575345336254,0
2,145,124,-0.10061055784685502,0
2,146,123,-0.09664011576025794,0
2,147,122,-0.12878557250594214,0
2,148,121,-0.05372325737221195,0
2,149,120,-0.03354711214391848,0
2,150,119,-0.1047766024977112,0
2,151,118,-0.08351773396975959,0
2,152,117,-0.08465259369054534,0
2,153,116,-0.11736395417308676,0
2,154,115,-0.0830653306178315,0
2,155,114,-0.021487342643240814,0
2,156,113,-0.12000683868357298,0
2,157,112,-0.12245185615143056,0
2,158,111,-0.09400688693389497,0
