unit_id,time_cycles,RUL,reconstruction_error,is_anomaly
1,1,148,0.009868662705613127,0
1,2,147,0.002567799896360006,0
1,3,146,0.0008952207574547234,0
1,4,145,0.0020914097288432226,0
1,5,144,0.001660995721672716,0
1,6,143,0.0005936193902828924,0
1,7,142,0.00241291376114673,0
1,8,141,0.060433191954385554,0
1,9,140,0.0038541191538908007,0
1,10,139,0.0024773181672484,0
1,11,138,0.0019753226153058083,0
1,12,137,0.0018646234628057047,0
1,13,136,0.060883556775317677,0
1,14,135,0.001967279174390135,0
1,15,134,0.020905624762820395,0
1,16,133,0.009729780135051372,0
1,17,132,0.0020545385359674612,0
1,18,131,0.008320387943025889,0
1,19,130,0.0032034710104243474,0
1,20,129,0.06492335229657734,1
1,21,128,0.0033481250416338604,0
1,22,127,0.002273261206200453,0
1,23,126,0.0020909059908274883,0
1,24,125,0.0025261853960788197,0
1,25,124,0.0031895473091287153,0
1,26,123,0.0025115477160592894,0
1,27,122,0.0014407783827933812,0
1,28,121,0.001987084184212005,0
1,29,120,0.0030622659228544844,0
1,30,119,0.06599113357276591,1
1,31,118,0.020679983143433042,0
1,32,117,0.020753646055743497,0
1,33,116,0.001688743471960047,0
1,34,115,0.0029186714635211653,0
1,35,114,0.019497610702420246,0
1,36,113,0.001236783777213251,0
1,37,112,0.01988534419113259,0
1,38,111,0.0009340504545960411,0
1,39,110,0.001370117525118282,0
1,40,109,0.020253368412151387,0
1,41,108,0.0013403204300120142,0
1,42,107,0.007157493908887849,0
1,43,106,0.001969969163862878,0
1,44,105,0.0018637584998316302,0
1,45,104,0.009097858322902868,0
1,46,103,0.00246694009329746,0
1,47,102,0.019931850029987944,0
1,48,101,0.0015180679689402307,0
1,49,100,0.0030678303538472593,0
1,50,99,0.008859750495410258,0
1,51,98,0.000829817308982983,0
1,52,97,0.0027506819593057894,0
1,53,96,0.019853965566048758,0
1,54,95,0.0019724751323155214,0
1,55,94,0.0017812171356189066,0
1,56,93,0.004052495664078264,0
1,57,92,0.061406238856457275,0
1,58,91,0.0071483049605667,0
1,59,90,0.003374006380371818,0
1,60,89,0.0006788222978025686,0
1,61,88,0.07063477786979097,1
1,62,87,0.0022251571757789658,0
1,63,86,0.0033208525851867354,0
1,64,85,0.00814156376524603,0
1,65,84,0.0014879798452298765,0
1,66,83,0.00794549324761027,0
1,67,82,0.019808406516887686,0
1,68,81,0.0021773766248272854,0
1,69,80,0.0018849764522699379,0
1,70,79,0.001719660798159983,0
1,71,78,0.057534441146428646,0
1,72,77,0.0018058905879743705,0
1,73,76,0.0009335162428407129,0
1,74,75,0.0626843756160976,1
1,75,74,0.0008433070302987108,0
1,76,73,0.0012221278154923392,0
1,77,72,0.002425185423130609,0
1,78,71,0.0005944280642633518,0
1,79,70,0.0032783418873626956,0
1,80,69,0.00461039720737277,0
1,81,68,0.0637761441265947,1
1,82,67,0.0028540489788520004,0
1,83,66,0.003759649095809328,0
1,84,65,0.004002953292223243,0
1,85,64,0.002733205623722094,0
1,86,63,0.002940757743470033,0
1,87,62,0.0028758882555681886,0
1,88,61,0.008968908037236205,0
1,89,60,0.02019904246783301,0
1,90,59,0.002161909201321623,0
1,91,58,0.0016567613155232417,0
1,92,57,0.004342202702768502,0
1,93,56,0.06021903762867856,0
1,94,55,0.003151483551379132,0
1,95,54,0.006324526582329958,0
1,96,53,0.003160031444951523,0
1,97,52,0.0038367676069400915,0
1,98,51,0.0015376244850415178,0
1,99,50,0.019929405359019003,0
1,100,49,0.06660229371268316,1
1,101,48,0.003984848087187776,0
1,102,47,0.006366703738981031,0
1,103,46,0.06769519116939013,1
1,104,45,0.007404589559195833,0
1,105,44,0.06621901018078682,1
1,106,43,0.002375209781753914,0
1,107,42,0.00576281375149473,0
1,108,41,0.004755971768207733,0
1,109,40,0.006155226768973395,0
1,110,39,0.07216404347114429,1
1,111,38,0.0046788250987966325,0
1,112,37,0.005400685593404202,0
1,113,36,0.0035087932412405393,0
1,114,35,0.006697915397808985,0
1,115,34,0.07589439464111405,1
1,116,33,0.0018964942352049726,0
1,117,32,0.0017700899805147513,0
1,118,31,0.00886631589480732,0
1,119,30,0.002242825998403705,0
1,120,29,0.006669819498255082,0
1,121,28,0.019033581390879795,0
1,122,27,0.004830641779254192,0
1,123,26,0.07178451363978579,1
1,124,25,0.005612319465478063,0
1,125,24,0.0056717190758505745,0
1,126,23,0.022426713012192342,0
1,127,22,0.020853587357571448,0
1,128,21,0.00905738124017143,0
1,129,20,0.02048626346303169,0
1,130,19,0.00673727822629687,0
1,131,18,0.0027190773519172808,0
1,132,17,0.07570201200088188,1
1,133,16,0.005721625658330236,0
1,134,15,0.006938583223226373,0
1,135,14,0.021762390265649908,0
1,136,13,0.07810861820021156,1
1,137,12,0.07071281806870008,1
1,138,11,0.022283486908674887,0
1,139,10,0.00978574025470377,0
1,140,9,0.010320061104571395,0
1,141,8,0.010117316327363854,0
1,142,7,0.07166206887098843,1
1,143,6,0.008869665952408576,0
1,144,5,0.008515515173017235,0
1,145,4,0.010139536022974903,0
1,146,3,0.023828555694386733,0
1,147,2,0.0053668989113535934,0
1,148,1,0.009776203111278024,0
1,149,0,0.013628823681245015,0
2,1,268,0.0022719426371187595,0
2,2,267,0.0059786559712744665,0
2,3,266,0.0021026583702424325,0
2,4,265,0.003403961236536591,0
2,5,264,0.0038128607819123655,0
2,6,263,0.04861581279925601,0
2,7,262,0.02394656826023824,0
2,8,261,0.0036573237692364997,0
2,9,260,0.023868455671822265,0
2,10,259,0.0011073357655890905,0
2,11,258,0.02167668021857084,0
2,12,257,0.003291365521058397,0
2,13,256,0.00399855173056597,0
2,14,255,0.0025725926801289847,0
2,15,254,0.002935582491098321,0
2,16,253,0.002682824836520411,0
2,17,252,0.024432838633229353,0
2,18,251,0.003345777640620981,0
2,19,250,0.005764906582851998,0
2,20,249,0.005863328972134778,0
2,21,248,0.0035231545466464045,0
2,22,247,0.003973369109772216,0
2,23,246,0.006883409907163919,0
2,24,245,0.04891937755778719,0
2,25,244,0.0034017199772169967,0
2,26,243,0.0026527782338843283,0
2,27,242,0.001049725902677187,0
2,28,241,0.0021825539720274254,0
2,29,240,0.002308669298959965,0
2,30,239,0.0029094849877934256,0
2,31,238,0.04768259748169575,0
2,32,237,0.005482605644752632,0
2,33,236,0.048993285958494885,0
2,34,235,0.00215335951790794,0
