unit_id,time_cycles,RUL,anomaly_score,is_anomaly
1,1,320,-0.10997373587905884,0
1,2,319,-0.032793972511168,0
1,3,318,-0.08414313361100256,0
1,4,317,-0.10041594824947331,0
1,5,316,0.03205610155191052,1
1,6,315,-0.047109112539515996,0
1,7,314,-0.01661788239280715,0
1,8,313,-0.09244440295963025,0
1,9,312,-0.07863298531870211,0
1,10,311,-0.015946052978267122,0
1,11,310,-0.03898080720774755,0
1,12,309,-0.06963223951817271,0
1,13,308,-0.014558709615618448,0
1,14,307,-0.052327566842607864,0
1,15,306,0.006187638897291681,1
1,16,305,-0.041794518621504184,0
1,17,304,-0.05868556802292446,0
1,18,303,-0.12153606402946399,0
1,19,302,-0.033038367893324816,0
1,20,301,-0.03892768088495013,0
1,21,300,0.03701550984006463,1
1,22,299,-0.04197861123995117,0
1,23,298,-0.01827029332274277,0
1,24,297,0.019871319262290466,1
1,25,296,-0.1019013125804859,0
1,26,295,-0.046508850159552084,0
1,27,294,-0.06462982346562401,0
1,28,293,0.019284059369781392,1
1,29,292,0.0042039786230347875,1
1,30,291,-0.04067939348032823,0
1,31,290,-0.04376645388846889,0
1,32,289,-0.04325263084440889,0
1,33,288,-0.09776117840735682,0
1,34,287,-0.04503734813715443,0
1,35,286,-0.06107966714506846,0
1,36,285,-0.0855389414855327,0
1,37,284,-0.05518803540566963,0
1,38,283,0.0168200241012898,1
1,39,282,-0.08208265832034828,0
1,40,281,-0.06303581547721493,0
1,41,280,0.0012804290932386664,1
1,42,279,-0.005875904396225429,0
1,43,278,0.007952528924736857,1
1,44,277,0.011383051115090748,1
1,45,276,-0.005943397133327255,0
1,46,275,0.03534747494867507,1
1,47,274,-0.010957492249828449,0
1,48,273,-0.09829841583668608,0
1,49,272,-0.04580614014986217,0
1,50,271,-0.04685427109382001,0
1,51,270,-0.07547464216555622,0
1,52,269,-0.08742544267752334,0
1,53,268,-0.051360578285735814,0
1,54,267,-0.11758118628758318,0
1,55,266,-0.11433297700431788,0
1,56,265,-0.05153490036930353,0
1,57,264,0.02133501621559364,1
1,58,263,-0.09046089102267801,0
1,59,262,-0.01810815162799051,0
1,60,261,-0.039711026230799584,0
1,61,260,-0.0705339828581959,0
1,62,259,-0.10265735394372455,0
1,63,258,0.02498185648506346,1
1,64,257,-0.07031610428116591,0
1,65,256,0.00356132332083281,1
1,66,255,-0.09291243247683928,0
1,67,254,-0.07169809230063423,0
1,68,253,-0.018215852802652366,0
1,69,252,-0.018403831280571326,0
1,70,251,-0.11744881428890719,0
1,71,250,-0.05386104056400709,0
1,72,249,-0.12212946419537724,0
1,73,248,-0.0699795314163828,0
1,74,247,-0.0474524282150669,0
1,75,246,-0.060827762000545016,0
1,76,245,-0.04285186386474227,0
1,77,244,-0.08020979769575731,0
1,78,243,-0.08386222324222475,0
1,79,242,-0.0919628073940239,0
1,80,241,-0.0663800156873895,0
1,81,240,-0.05698401900261929,0
1,82,239,-0.07837197396448564,0
1,83,238,-0.014533832607222852,0
1,84,237,-0.0544546457976135,0
1,85,236,-0.12577446492560979,0
1,86,235,-0.018108297112793936,0
1,87,234,-0.07454247239787037,0
1,88,233,-0.09087254593596827,0
1,89,232,-0.06207811445666056,0
1,90,231,-0.023779121486790178,0
1,91,230,-0.07782548100687986,0
1,92,229,0.005624965045062824,1
1,93,228,-0.028978065703591516,0
1,94,227,-0.08367007162782875,0
1,95,226,0.012872518219399165,1
1,96,225,-0.09342161277685973,0
1,97,224,-0.05730611100656857,0
1,98,223,-0.07897863945285044,0
1,99,222,-0.09954879143354123,0
1,100,221,-0.06230685143017184,0
1,101,220,-0.08142618856795736,0
1,102,219,-0.10839392651013335,0
1,103,218,-0.10660345266322302,0
1,104,217,-0.06032064395332576,0
1,105,216,-0.08000089322508769,0
1,106,215,-0.0449453615891976,0
1,107,214,0.020450028188358838,1
1,108,213,-0.06570929781179335,0
1,109,212,-0.08846412511503182,0
1,110,211,0.02382849790931274,1
1,111,210,-0.1098208546229259,0
1,112,209,-0.06304771987384922,0
1,113,208,-0.0020887580034458786,0
1,114,207,-0.08030470041937088,0
1,115,206,-0.048782024526360046,0
1,116,205,-0.03720671874008119,0
1,117,204,-0.0010497837881379146,0
1,118,203,-0.0716268877096557,0
1,119,202,-0.06603218152310392,0
1,120,201,-0.04048237120574849,0
1,121,200,-0.06249628298662491,0
1,122,199,-0.0028475771978027087,0
1,123,198,-0.08296450377971926,0
1,124,197,-0.042008007621273324,0
1,125,196,-0.07543652576198095,0
1,126,195,-0.11491723771001522,0
1,127,194,-0.020335607917903897,0
1,128,193,-0.0894513254470446,0
1,129,192,-0.11187229158006623,0
1,130,191,-0.11165717853601753,0
1,131,190,-0.13394324656775458,0
1,132,189,-0.0923848508975102,0
1,133,188,-0.04921890810686791,0
1,134,187,-0.11803558733803066,0
1,135,186,-0.07838503368059019,0
1,136,185,-0.050269042695828214,0
1,137,184,-0.11635666908915743,0
1,138,183,-0.03572406303466058,0
1,139,182,-0.09659440741590086,0
1,140,181,-0.012373080271709802,0
1,141,180,-0.1075495639113388,0
1,142,179,-0.02472676774674043,0
1,143,178,-0.0795140328871809,0
1,144,177,-0.10849517635993283,0
1,145,176,-0.09423244232274586,0
1,146,175,-0.027304432325654715,0
1,147,174,-0.06666886623506219,0
1,148,173,-0.07328170142297841,0
1,149,172,-0.07713426810156027,0
1,150,171,-0.027306469703951786,0
1,151,170,-0.06409613677771842,0
1,152,169,-0.10769114933853724,0
1,153,168,-0.029106663351966544,0
1,154,167,-0.03284807986007221,0
1,155,166,-0.11163341754352774,0
1,156,165,-0.05825205822340451,0
1,157,164,-0.10507792043212921,0
1,158,163,-0.07466659487573468,0
1,159,162,-0.044900612443147914,0
1,160,161,-0.04374234014692946,0
1,161,160,-0.06248257437053778,0
1,162,159,-0.08305964929910642,0
1,163,158,-0.03072673560022665,0
1,164,157,-0.004440506819678669,0
1,165,156,-0.08179821863397313,0
1,166,155,-0.09202195390262735,0
1,167,154,-0.06650717729952382,0
1,168,153,-0.0949372364496257,0
1,169,152,-0.033691556606169404,0
1,170,151,-0.02974260495279668,0
1,171,150,-0.08614648006777276,0
1,172,149,-0.027578299832008324,0
1,173,148,-0.11835232980953492,0
1,174,147,-0.09417259085790114,0
1,175,146,-0.06745716111627731,0
1,176,145,-0.03684498388926216,0
1,177,144,-0.05349634385144486,0
1,178,143,-0.10547603987769111,0
1,179,142,-0.12675803975614042,0
1,180,141,-0.0695583634054977,0
1,181,140,-0.05202436577820313,0
1,182,139,-0.01993828112293694,0
1,183,138,-0.026474259095411568,0
1,184,137,-0.11807607277641391,0
1,185,136,-0.0858963623222263,0
1,186,135,-0.08897045821180838,0
1,187,134,-0.08153284866453125,0
1,188,133,-0.08044727514086869,0
1,189,132,-0.11473831483555119,0
1,190,131,-0.08651557786836683,0
1,191,130,-0.11055920930166957,0
1,192,129,-0.10872469115927941,0
1,193,128,-0.04160218190276266,0
1,194,127,-0.09357523781651994,0
1,195,126,-0.12496586044400365,0
1,196,125,-0.07167395759967354,0
1,197,124,-0.086143818727481,0
1,198,123,-0.016618955605163133,0
1,199,122,-0.11968871866477032,0
1,200,121,-0.0035505702094957847,0
1,201,120,-0.04233125677559724,0
1,202,119,-0.057445905532069075,0
1,203,118,-0.14313195792542344,0
1,204,117,-0.13629383487516183,0
1,205,116,-0.09675513560750726,0
1,206,115,-0.08725938590248655,0
1,207,114,-0.12070236479236834,0
1,208,113,-0.052930987211501246,0
1,209,112,-0.06016401493742335,0
1,210,111,-0.057236945053812494,0
1,211,110,-0.10868024948053057,0
1,212,109,-0.08841471629434805,0
1,213,108,-0.09601119153548116,0
1,214,107,-0.06417980183647387,0
1,215,106,-0.14184581185527784,0
1,216,105,-0.04180730393338272,0
1,217,104,-0.06101893845918288,0
1,218,103,-0.06407511549640166,0
1,219,102,-0.12799466843176965,0
1,220,101,-0.08734680699209202,0
1,221,100,-0.10452786988356749,0
1,222,99,-0.12660935617376956,0
1,223,98,-0.11558884057906577,0
1,224,97,-0.06638758927996907,0
1,225,96,-0.03715724636746731,0
1,226,95,-0.11237815613023167,0
1,227,94,-0.13328497647163406,0
1,228,93,-0.09717747564841006,0
1,229,92,-0.10363148137003808,0
1,230,91,-0.10273919761979239,0
1,231,90,-0.1246711004986698,0
1,232,89,-0.13032371079667165,0
1,233,88,-0.09364206276798526,0
1,234,87,-0.12354693477116901,0
1,235,86,-0.1320352614988447,0
1,236,85,-0.04240977063183049,0
1,237,84,-0.04036240228106758,0
1,238,83,-0.0921974962442535,0
1,239,82,-0.0388700491282179,0
1,240,81,-0.10532870466973887,0
1,241,80,-0.10819550235709202,0
1,242,79,-0.0822637474292085,0
1,243,78,-0.06555868579194146,0
1,244,77,-0.10383045676086883,0
1,245,76,-0.09339717311394669,0
1,246,75,-0.03251374942996921,0
1,247,74,-0.10231764126677556,0
1,248,73,-0.050751217335433196,0
1,249,72,-0.12477804187324765,0
1,250,71,-0.08113169657051261,0
1,251,70,-0.04251503968733361,0
1,252,69,-0.10808973069335787,0
1,253,68,-0.08775451601075845,0
1,254,67,-0.09588425431546382,0
1,255,66,-0.09132141244653302,0
1,256,65,-0.09669976076267622,0
1,257,64,-0.0350168323871386,0
1,258,63,-0.024570623341882203,0
1,259,62,-0.09143509001120464,0
1,260,61,-0.0962990454059301,0
1,261,60,-0.1051260996772892,0
1,262,59,-0.08935552294373111,0
1,263,58,-0.09231530396941617,0
1,264,57,-0.08408032325770415,0
1,265,56,-0.045430228521355476,0
1,266,55,-0.030722337828759216,0
1,267,54,-0.07998201487858908,0
1,268,53,-0.01780713020762692,0
1,269,52,-0.0796508929503984,0
1,270,51,-0.0873465973871882,0
1,271,50,-0.015800459750217044,0
1,272,49,-0.02623265229543037,0
1,273,48,-0.042643685590802005,0
1,274,47,-0.0952791478145526,0
1,275,46,-0.0784751068743651,0
1,276,45,-0.10547437997712428,0
1,277,44,-0.010293263467217262,0
1,278,43,-0.07124370196989027,0
1,279,42,-0.007592926058013427,0
1,280,41,-0.022149641594767067,0
1,281,40,-0.052199470381886215,0
1,282,39,-0.04571213840312738,0
1,283,38,-0.006660926096895281,0
1,284,37,-0.04940640570145449,0
1,285,36,-0.03906077137181374,0
1,286,35,-0.051325279098741405,0
1,287,34,-0.09652389894400437,0
1,288,33,0.011828908792783754,1
1,289,32,-0.07047690554645131,0
1,290,31,-0.04884748316584597,0
1,291,30,0.01530816040163141,1
1,292,29,0.02849616429900992,1
1,293,28,-0.07191722326414518,0
1,294,27,0.012719085069213154,1
1,295,26,-0.08151423509235678,0
1,296,25,-0.0335465285910852,0
1,297,24,0.026848475557987528,1
1,298,23,-0.02100444201412255,0
1,299,22,-0.048887688968950016,0
1,300,21,0.04767491139948521,1
1,301,20,-0.04690940413824762,0
1,302,19,-0.01797976797378187,0
1,303,18,0.045123050510363805,1
1,304,17,-0.0645412694454281,0
1,305,16,0.06700966225411231,1
1,306,15,-0.008570387335857244,0
1,307,14,-0.04228528340320292,0
1,308,13,-0.048225659521461406,0
1,309,12,-0.011915626277851032,0
1,310,11,-0.03156814011744413,0
1,311,10,-0.03071320655208254,0
1,312,9,0.004563379937705392,1
1,313,8,0.09544352376228993,1
1,314,7,0.01238985516670954,1
1,315,6,0.09820070070510767,1
1,316,5,-0.0005305892193820938,0
1,317,4,0.09521736472077025,1
1,318,3,0.051332430264873885,1
1,319,2,0.05010230795024739,1
1,320,1,0.010756022462282688,1
1,321,0,0.015586434144536643,1
2,1,298,-0.11220717324755103,0
2,2,297,-0.10191636796512582,0
2,3,296,-0.14614393637764544,0
2,4,295,-0.12411340834909235,0
2,5,294,-0.04910029170957697,0
2,6,293,-0.08914293799101475,0
2,7,292,-0.0987943634709244,0
2,8,291,-0.0513619239869717,0
2,9,290,-0.05525374348618872,0
2,10,289,-0.10038014857331429,0
2,11,288,-0.09812477267596753,0
2,12,287,-0.1014294281098545,0
2,13,286,-0.1086465734958883,0
2,14,285,-0.11550149137651355,0
2,15,284,-0.10974734804667263,0
2,16,283,-0.09271290266514132,0
2,17,282,-0.10229413682939542,0
2,18,281,-0.10380822690685176,0
2,19,280,-0.10039959666920412,0
2,20,279,-0.04784370901809454,0
2,21,278,-0.06580492567667262,0
2,22,277,-0.09530991678350309,0
2,23,276,-0.03714503988472351,0
2,24,275,-0.09206313481264083,0
2,25,274,-0.09586085690923346,0
2,26,273,-0.10941590657107925,0
2,27,272,-0.09981016838097773,0
2,28,271,-0.14804949700760267,0
2,29,270,-0.10659672773789858,0
